"","gender","SeniorCitizen","Partner","Dependents","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","tenure_group","Churn"
"528","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","No","One year","Yes","Credit card (automatic)",94.7,5430.35,"48-60 Month","No"
"529","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.6,686.95,"24-48 Month","No"
"530","Female","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",99.9,5706.3,"48-60 Month","No"
"531","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",21.1,490.65,"12-24 Month","No"
"532","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",20.05,1360.25,"> 60 Month","No"
"533","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",79.95,174.45,"0-12 Month","No"
"534","Male","Yes","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",107.15,7379.8,"> 60 Month","No"
"535","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",85,85,"0-12 Month","Yes"
"536","Male","No","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",89.55,1021.75,"0-12 Month","No"
"537","Female","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",81.55,5029.05,"> 60 Month","No"
"538","Female","No","Yes","Yes","Yes","No","DSL","Yes","Yes","Yes","No","No","No","One year","Yes","Mailed check",58.45,1955.4,"24-48 Month","No"
"539","Female","No","Yes","No","Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",95.65,6744.2,"> 60 Month","No"
"540","Female","No","Yes","Yes","Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",80.6,4946.7,"48-60 Month","No"
"541","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",113.1,8248.5,"> 60 Month","No"
"542","Female","No","No","No","Yes","Yes","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",58.95,601.6,"0-12 Month","No"
"543","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.55,19.55,"0-12 Month","No"
"544","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",86.05,834.1,"0-12 Month","Yes"
"545","Male","No","No","No","No","No","DSL","Yes","No","No","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",45.55,597,"12-24 Month","Yes"
"546","Male","No","Yes","Yes","Yes","No","Fiber optic","No","No","No","No","No","Yes","One year","Yes","Bank transfer (automatic)",78.95,2647.2,"24-48 Month","No"
"547","Male","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Mailed check",86.3,3266,"24-48 Month","Yes"
"548","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",105.05,6744.25,"> 60 Month","No"
"549","Male","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","One year","Yes","Bank transfer (automatic)",101.9,5265.5,"48-60 Month","No"
"550","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.75,311.6,"12-24 Month","No"
"551","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",110.3,7966.9,"> 60 Month","No"
"552","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",115.6,8220.4,"> 60 Month","No"
"553","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",19.35,1153.25,"48-60 Month","No"
"554","Female","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",25.6,514.75,"12-24 Month","No"
"555","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",80.35,2596.15,"24-48 Month","Yes"
"556","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","No","Yes","No","No","Yes","One year","Yes","Bank transfer (automatic)",68.75,3808,"48-60 Month","No"
"557","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",19.9,19.9,"0-12 Month","No"
"558","Male","No","No","No","Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","One year","No","Mailed check",70.6,2708.2,"24-48 Month","No"
"559","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.2,760.05,"0-12 Month","No"
"560","Male","No","No","No","Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",49.3,49.3,"0-12 Month","No"
"561","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Electronic check",107.25,6033.3,"48-60 Month","No"
"562","Male","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",23.6,89.05,"0-12 Month","No"
"563","Male","No","Yes","Yes","Yes","No","DSL","Yes","No","No","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",69.7,516.15,"0-12 Month","No"
"564","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",99.5,5861.75,"48-60 Month","No"
"565","Male","No","No","No","Yes","No","DSL","No","No","Yes","Yes","Yes","No","Month-to-month","No","Bank transfer (automatic)",64.3,445.95,"0-12 Month","No"
"566","Male","No","Yes","Yes","Yes","No","DSL","Yes","No","Yes","Yes","No","Yes","Two year","Yes","Credit card (automatic)",70.85,4973.4,"> 60 Month","No"
"567","Male","No","Yes","Yes","Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","One year","No","Electronic check",101.9,1667.25,"12-24 Month","No"
"568","Male","No","Yes","No","Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No","Two year","No","Credit card (automatic)",73.5,5357.75,"> 60 Month","No"
"569","Female","No","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.25,3527.6,"24-48 Month","Yes"
"570","Female","No","No","No","No","No","DSL","No","Yes","Yes","Yes","No","No","One year","Yes","Credit card (automatic)",40.4,422.6,"0-12 Month","No"
"571","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",19.25,1103.25,"48-60 Month","No"
"572","Male","Yes","No","No","Yes","Yes","DSL","No","Yes","No","Yes","No","No","Two year","No","Bank transfer (automatic)",59.6,2754,"24-48 Month","No"
"573","Female","No","No","No","Yes","No","DSL","No","No","Yes","Yes","No","Yes","One year","No","Credit card (automatic)",64.9,697.25,"0-12 Month","No"
"574","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year","No","Credit card (automatic)",100.3,5614.45,"48-60 Month","Yes"
"575","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",110.85,3204.4,"24-48 Month","No"
"576","Male","No","Yes","No","Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Mailed check",81.05,4747.65,"> 60 Month","No"
"577","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","No","One year","No","Bank transfer (automatic)",98.05,3082.1,"24-48 Month","No"
"578","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.5,597.9,"0-12 Month","No"
"579","Male","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",94.55,3365.4,"24-48 Month","No"
"580","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",19.65,38.8,"0-12 Month","No"
"581","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19,233.55,"0-12 Month","Yes"
"582","Female","No","No","No","Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",75.3,75.3,"0-12 Month","Yes"
"583","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",89.2,346.2,"0-12 Month","Yes"
"584","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",19,19,"0-12 Month","No"
"585","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20,61.7,"0-12 Month","No"
"586","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",85.7,85.7,"0-12 Month","Yes"
"587","Male","No","No","No","Yes","No","DSL","Yes","Yes","No","No","Yes","No","Two year","Yes","Credit card (automatic)",63.25,3342.45,"48-60 Month","No"
"588","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.1,85.1,"0-12 Month","No"
"589","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes","Two year","Yes","Electronic check",99.15,7422.1,"> 60 Month","No"
"590","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",90.4,6668.05,"> 60 Month","No"
"591","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",111.9,8071.05,"> 60 Month","No"
"592","Male","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","One year","No","Electronic check",24.9,1174.8,"24-48 Month","No"
"593","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Credit card (automatic)",83.5,5435,"> 60 Month","No"
"594","Male","No","No","No","Yes","No","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",84.3,2438.6,"24-48 Month","No"
"595","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",45.6,45.6,"0-12 Month","No"
"596","Female","No","No","No","Yes","Yes","DSL","Yes","No","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",61.65,713.75,"0-12 Month","Yes"
"597","Male","No","No","No","No","No","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Mailed check",54.85,916.15,"12-24 Month","No"
"598","Male","No","No","No","Yes","Yes","DSL","No","No","No","Yes","No","Yes","Month-to-month","No","Mailed check",65.55,237.2,"0-12 Month","No"
"599","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","One year","Yes","Credit card (automatic)",90.35,4614.55,"48-60 Month","No"
"600","Male","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",20.4,1414.45,"> 60 Month","No"
"601","Male","No","No","No","Yes","No","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",74.55,1170.5,"12-24 Month","No"
"602","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.95,47.7,"0-12 Month","No"
"603","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",74.25,4859.25,"> 60 Month","No"
"604","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",108.65,4903.2,"24-48 Month","No"
"605","Female","No","No","No","Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",109.55,3608,"24-48 Month","No"
"606","Male","No","Yes","No","Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",86.65,6094.25,"> 60 Month","No"
"607","Male","No","Yes","Yes","Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",81,3084.9,"24-48 Month","No"
"608","Male","No","No","Yes","Yes","No","DSL","No","No","No","Yes","No","No","One year","No","Credit card (automatic)",47.85,2356.75,"48-60 Month","No"
"609","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",114.55,8306.05,"> 60 Month","No"
"610","Female","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",105.25,6786.4,"> 60 Month","Yes"
"611","Male","No","Yes","Yes","No","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",29.95,248.95,"0-12 Month","Yes"
"612","Female","No","Yes","Yes","Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","Month-to-month","No","Mailed check",65,663.05,"0-12 Month","Yes"
"613","Male","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.55,1357.1,"> 60 Month","No"
"614","Female","Yes","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",109.8,4860.35,"24-48 Month","No"
"615","Male","No","No","No","Yes","Yes","DSL","No","No","Yes","Yes","No","Yes","Two year","No","Bank transfer (automatic)",69.5,3418.2,"48-60 Month","No"
"616","Female","No","No","No","Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",48.85,631.4,"12-24 Month","No"
"617","Male","No","No","No","No","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",25.25,186.3,"0-12 Month","No"
"618","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",102.85,6976.75,"> 60 Month","No"
"619","Female","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",87.55,4884.85,"48-60 Month","No"
"620","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",78.55,522.95,"0-12 Month","No"
"621","Male","Yes","Yes","Yes","No","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",34.55,362.6,"0-12 Month","No"
"622","Female","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","One year","Yes","Electronic check",92.05,5755.8,"> 60 Month","No"
"623","Male","No","Yes","Yes","Yes","No","Fiber optic","No","No","Yes","No","Yes","No","One year","Yes","Electronic check",85.05,3355.65,"24-48 Month","No"
"624","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.7,406.95,"12-24 Month","No"
"625","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",20,137.6,"0-12 Month","Yes"
"626","Female","No","Yes","No","Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",95.15,2395.7,"24-48 Month","No"
"627","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","No","Electronic check",84.25,1968.1,"12-24 Month","No"
"628","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","No","Credit card (automatic)",104.6,6819.45,"> 60 Month","No"
"629","Female","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",111.65,7943.45,"> 60 Month","No"
"630","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","No","Credit card (automatic)",90.05,4547.25,"48-60 Month","Yes"
"631","Male","Yes","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",110.75,4687.9,"24-48 Month","Yes"
"632","Female","No","Yes","No","Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",55,2473.95,"24-48 Month","No"
"633","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",89.85,6562.9,"> 60 Month","No"
"634","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.35,176.3,"0-12 Month","No"
"635","Female","No","No","No","No","No","DSL","Yes","No","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",54.55,2236.2,"24-48 Month","No"
"636","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.5,6985.65,"> 60 Month","Yes"
"637","Male","No","No","No","Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",99.45,3109.9,"24-48 Month","No"
"638","Female","No","Yes","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Credit card (automatic)",70.9,4911.35,"> 60 Month","No"
"639","Male","Yes","Yes","Yes","Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",104.55,5794.65,"48-60 Month","Yes"
"640","Male","No","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",85.25,855.3,"0-12 Month","Yes"
"641","Male","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",25.4,1620.2,"> 60 Month","No"
"642","Female","No","Yes","Yes","Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",56.15,2499.3,"24-48 Month","Yes"
"643","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",89.55,89.55,"0-12 Month","Yes"
"644","Female","Yes","No","No","Yes","No","Fiber optic","No","Yes","Yes","No","No","Yes","One year","Yes","Bank transfer (automatic)",89.85,4287.2,"48-60 Month","No"
"645","Female","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",25.25,394.85,"12-24 Month","No"
"646","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.55,1899.65,"12-24 Month","Yes"
"647","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.7,45.7,"0-12 Month","Yes"
"648","Male","No","Yes","Yes","Yes","Yes","DSL","No","No","Yes","Yes","Yes","No","One year","Yes","Electronic check",69.65,3442.15,"48-60 Month","No"
"649","Female","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","No","Electronic check",89.5,161.5,"0-12 Month","Yes"
"650","Male","Yes","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",70,1732.6,"12-24 Month","No"
"651","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",69.55,222.3,"0-12 Month","Yes"
"652","Female","No","No","No","Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",74.6,74.6,"0-12 Month","Yes"
"653","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.1,655.3,"24-48 Month","No"
"654","Female","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",24.8,475.25,"12-24 Month","No"
"655","Female","Yes","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Electronic check",19.65,164.3,"0-12 Month","Yes"
"656","Male","No","No","No","Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",95.1,865.1,"0-12 Month","No"
"657","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",88.85,6132.7,"> 60 Month","No"
"658","Male","No","Yes","No","Yes","No","DSL","Yes","Yes","Yes","No","Yes","Yes","One year","No","Bank transfer (automatic)",78.8,3597.5,"24-48 Month","No"
"659","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.85,35.9,"0-12 Month","Yes"
"660","Male","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",20.35,697.65,"24-48 Month","No"
"661","Female","No","No","No","No","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",24.25,96.05,"0-12 Month","Yes"
"662","Female","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",45.25,428.7,"0-12 Month","No"
"663","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.05,20.05,"0-12 Month","No"
"664","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","No","No","No","Yes","Two year","Yes","Mailed check",69.55,4459.15,"> 60 Month","No"
"665","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",19.5,1167.6,"48-60 Month","No"
"666","Female","No","No","No","Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",74.75,238.1,"0-12 Month","No"
"667","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",69.65,145.15,"0-12 Month","Yes"
"668","Male","No","No","No","No","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",30.2,1453.1,"48-60 Month","No"
"669","Female","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",45.65,191.05,"0-12 Month","Yes"
"670","Female","No","Yes","No","No","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",57.8,4039.3,"> 60 Month","No"
"671","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",19.85,1039.45,"48-60 Month","No"
"672","Male","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",25.55,1336.1,"48-60 Month","No"
"673","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",75.05,75.05,"0-12 Month","Yes"
"674","Male","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",24.85,493.4,"12-24 Month","No"
"675","Male","Yes","No","No","No","No","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",49.15,2550.9,"48-60 Month","Yes"
"676","Male","Yes","No","No","Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",110.35,7246.15,"> 60 Month","No"
"677","Female","No","No","No","Yes","Yes","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",24.55,1203.95,"24-48 Month","No"
"678","Female","No","No","No","No","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",34.7,62.25,"0-12 Month","Yes"
"679","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Mailed check",107.95,313.6,"0-12 Month","No"
"680","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",81.4,3775.85,"24-48 Month","No"
"681","Male","No","Yes","Yes","Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",80,80,"0-12 Month","Yes"
"682","Female","No","Yes","Yes","Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",73.8,4616.05,"> 60 Month","No"
"683","Male","No","No","No","Yes","No","DSL","Yes","No","No","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",64.4,195.65,"0-12 Month","No"
"684","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",103.75,4188.4,"24-48 Month","No"
"685","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",71.1,71.1,"0-12 Month","No"
"686","Female","No","No","No","Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",49.9,49.9,"0-12 Month","No"
"687","Male","No","No","No","Yes","Yes","No","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",24.6,1266.4,"48-60 Month","No"
"688","Male","Yes","No","No","Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",49.25,91.1,"0-12 Month","Yes"
"689","Male","No","No","No","No","No","DSL","No","Yes","No","No","No","No","One year","No","Mailed check",30.1,1623.4,"48-60 Month","No"
"690","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Bank transfer (automatic)",83.4,4149.45,"48-60 Month","No"
"691","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20.45,20.45,"0-12 Month","No"
"692","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","No","Yes","No","Yes","One year","Yes","Bank transfer (automatic)",75.25,2344.5,"24-48 Month","No"
"693","Male","No","No","Yes","Yes","No","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",20.55,1013.05,"24-48 Month","No"
"694","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",75.1,270.7,"0-12 Month","Yes"
"695","Female","Yes","No","No","Yes","No","No","No","No","No","No","No","No","One year","Yes","Mailed check",20.05,417,"12-24 Month","No"
"696","Female","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20.65,20.65,"0-12 Month","No"
"697","Male","No","Yes","No","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",85.15,6316.2,"> 60 Month","No"
"698","Male","No","Yes","Yes","Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",50.15,168.15,"0-12 Month","Yes"
"699","Male","Yes","Yes","Yes","Yes","No","Fiber optic","No","Yes","No","No","Yes","No","One year","Yes","Bank transfer (automatic)",84.95,4018.05,"24-48 Month","No"
"700","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","No","Yes","Yes","No","No","Two year","Yes","Credit card (automatic)",66.5,4811.6,"> 60 Month","No"
"701","Male","No","Yes","Yes","Yes","Yes","DSL","No","No","Yes","No","Yes","No","Two year","Yes","Bank transfer (automatic)",63.3,4189.7,"> 60 Month","No"
"702","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",83.15,2848.45,"24-48 Month","No"
"703","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",84.9,2516.2,"24-48 Month","No"
